,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.5547498,-2.6280241,1.4566499,1.0795088,1.0084788,-0.3805942,-0.7406427,0.2219342,-0.4329205,-1.4021762,1.5271757,-1.3537617,-0.8627174,0.7092381,-0.5573749,-1.1986765,-2.7334803,-1.1671594,1.9365394,-2.2519715
1,-0.4307335,-2.3971011,1.0983426,2.426245,-0.268782,2.5705037,-0.5614681,0.6011808,-0.4127825,-0.6292592,1.7129038,0.2560727,-1.8781881,0.7442946,-1.363419,-1.5875277,-1.1031015,-2.1130728,-1.6922474,-1.8222477
2,2.0318647,-1.0220431,0.8697596,2.1497547,1.251685,1.2037865,-0.0133197,0.8299706,-0.459289,0.5928663,0.7914031,-0.8865058,-1.3858818,0.4188771,-1.6728887,-2.5353013,-2.1302323,0.4378893,1.0510794,-3.0334021
3,-0.1115179,-1.0769052,1.8179317,1.6028308,-0.6610522,1.7237716,-0.6712284,0.5230601,-0.3645161,-1.1012515,1.4431677,-2.0060006,-2.5129913,0.7897128,-0.6255307,-1.7282086,-3.899842,-1.0077723,0.9401167,-2.6866415
4,0.3132338,-1.3531933,1.6132197,1.6252537,1.1073209,2.6030295,0.0798172,1.2630536,-0.6702603,-1.6481621,0.8501905,-1.3491685,0.6155307,1.0882102,-1.1227566,-1.737629,-1.8103115,-0.9900606,-0.4378259,-0.7541537
5,-0.4177774,-1.675223,0.4753626,2.1792225,1.0219361,1.4629691,-0.8356026,1.1579903,-0.8571843,-1.3617263,2.7835392,-0.3607422,-1.7730979,0.2839901,-1.4133662,-2.7746867,-2.0004273,-0.51249,-1.3813678,-3.3867301
6,1.1844206,-3.2966749,0.9945041,3.244881,1.9823257,2.939339,-1.1807513,0.2377146,-1.4284607,-2.0244227,-0.0861272,0.1873933,-0.5974465,0.570631,-1.082058,-2.9242062,-1.4268303,-1.1973858,-1.2522036,-4.7883804
7,1.6382929,-1.9039664,2.8703838,0.4244783,-0.2259279,0.7406265,-1.6150146,0.6018488,0.1175975,-1.7296199,0.2389067,-0.5048599,0.5419918,0.5060855,-1.1140024,-1.6560747,-1.9199592,-2.0317764,0.3006288,-2.3558295
8,3.0330063,0.2272374,2.1895024,0.672542,-0.152179,0.9421218,-1.0229018,0.8815939,-0.7792073,-1.941717,2.1512734,-0.5448373,0.1457683,0.9391184,-1.2609548,-2.2878955,-1.1580201,-0.2149153,0.0669914,0.5533131
9,2.1684381,-1.3692914,1.2375455,1.7385973,-0.6044186,-0.0100746,-1.1092119,1.0116805,-1.5216079,-0.7985356,2.0735922,-2.0639487,-0.9774733,0.9814168,-0.1879053,-1.209973,-2.2548137,-0.6507317,-0.1523946,-3.5563923
10,1.3078782,-3.062873,3.6726604,1.709604,-1.31078,1.4719155,-1.0345722,0.3072754,-1.0955744,-0.8120084,0.9204782,-2.9873797,-1.1737404,0.5877061,-0.2002929,-2.2405282,-2.6376598,-1.106744,0.7407128,-1.5589633
11,3.3389319,-1.5224841,0.9792332,2.1877931,1.9930528,-0.0380727,-1.6008802,0.6651795,-0.8461375,-0.2405588,2.6074785,0.2499646,-1.300339,0.9755861,0.1450896,-2.1401386,-1.116267,-1.0452769,-1.4562034,-2.5376456
12,-0.2545892,-0.3200008,1.0507409,0.9460943,1.7248967,1.3109084,-0.0847593,0.0875319,-0.2445929,-1.2454142,1.5871102,0.9230263,-2.7376749,0.8735995,-0.8729153,-3.9851692,-1.810915,-2.4876414,-0.6193413,-2.5705583
13,1.0676486,-0.9512876,1.5941399,2.4765373,0.2952278,-0.1707202,-0.8637817,0.5590687,-0.9964299,-0.6888085,2.763563,0.2598886,-1.1993732,0.4526508,-1.6615834,-2.5376461,-1.8883559,-0.2397739,-0.270673,-1.6103483
14,-0.4104561,-1.480549,2.5724065,2.4146276,1.0758655,0.9649586,-0.4627446,0.7212148,-0.5957049,-1.4894314,1.6966737,0.6097898,-0.8311498,0.3888677,-0.9995024,-3.1306566,-0.6058752,-1.2733391,-1.3175564,-0.110287
15,1.9882421,-1.7825934,0.6504524,2.5127318,0.0001355,1.4585531,-1.1620804,0.9223987,-1.0537455,-0.4027028,1.5067091,-1.2907345,-0.4662669,0.8635554,-1.3005477,-1.5211706,-1.7420477,-1.5358231,-1.2525504,-1.5420656
16,1.8427856,-1.8208496,1.3004319,1.7413801,0.4903561,1.9617777,-1.4056794,1.2344366,-1.3355018,-3.5071358,2.3928448,-1.481316,-4.4149821,1.1325473,-1.0247816,-2.2306662,-1.7671001,-0.9129338,-0.2284078,-2.3639443
17,3.704748,-2.4232776,3.1472181,1.6313914,1.4484919,1.216728,-0.2564711,1.2706337,-1.1746484,-0.0995726,1.7318865,-0.4629222,0.8092846,1.1175646,-0.9547389,-1.0184837,-1.3668531,-3.146889,-2.25294,-1.5185612
18,1.304938,-2.5200191,0.7304952,1.4042626,-0.3282489,2.8678807,-0.6016473,0.8878926,-0.7860351,-2.2216335,1.8886611,-1.3903771,-2.0116639,0.246967,0.2714312,-1.9149479,-0.5354895,-2.792491,1.5754728,-1.6688501
19,1.7002723,-1.8758336,2.1961742,0.7256299,0.9193972,1.5887665,-2.1986752,0.3512065,-1.5501665,-1.5961584,4.1840734,-0.5820024,-2.7495345,0.9438185,-1.5809611,-2.2926238,-2.1706014,-0.6340946,0.0247605,-3.4440184
20,2.4259134,-0.833505,2.8944675,2.2913735,0.2950192,3.6592585,-0.2908799,1.2333983,-1.1063421,-2.3213805,3.9341556,-0.7385359,-1.3033629,1.3036605,-1.9879222,-0.5227046,-1.8015987,-1.2715484,-0.9720229,-0.3276357
21,0.8119475,-0.3541922,3.0521655,2.2478871,-0.1663669,2.5675798,-1.2719231,1.7806884,-1.7807606,-2.1670016,1.1720133,-1.6840617,-2.0812604,0.6410839,-1.260965,-2.5036811,-1.1563537,-2.9048821,0.3922583,-2.3707957
22,1.2831057,-2.6778778,0.1672441,2.9387866,-0.4079104,1.6443338,-1.9378864,0.6213778,-0.3025333,-0.7312132,1.2906292,-0.0537194,-2.2695571,0.8752803,-0.3598357,-2.3174603,-2.3335699,-0.425242,-0.4093334,-3.6159123
23,2.01592,-2.0194167,-0.2712515,2.0461425,1.4141413,3.4613833,-1.0443496,1.1337857,-0.7249241,-2.1913602,1.8335505,-0.9315418,-2.0049947,0.7573815,-1.6895081,-1.4261185,-0.0417419,0.4065998,-0.1717328,-3.1881503
24,1.2110821,-0.8796033,1.3172953,-1.4780301,-0.3504026,3.3828519,-0.1094598,0.2427816,-0.7829101,-1.2477698,0.6448202,-0.5702813,-1.0537927,0.5255782,0.3423289,-1.9259073,-1.6496106,-0.9967606,0.7300488,-3.4429117
25,2.9736593,0.5908409,3.8203707,1.7658312,-1.4999009,2.2608487,-0.7430592,0.7566135,-0.8119564,-2.4136137,0.9509753,-1.1234195,0.5458917,0.7161149,-0.0686088,-1.0268321,-1.9001075,-1.8310456,1.4944905,-2.9011432
26,1.2801261,-0.9016431,1.1846864,2.4471483,2.2785133,0.1859786,-1.6101228,0.0685925,-1.6762246,0.1545962,2.282143,-1.9544038,-1.4097819,1.1797893,-1.088014,-0.4276733,-1.7991493,-0.7639473,-0.7938715,-3.1295282
27,2.8964618,-2.1968235,-0.6813171,2.4880876,0.4809942,1.1323008,-1.5408845,0.5378502,-0.7696217,-1.5541766,1.1617388,-2.2691432,0.1378376,0.6112102,-2.2862824,-4.7135053,-2.4713003,-0.9637602,-1.1631314,-2.5650759
28,2.4133738,-1.1422941,0.732899,1.3618839,-1.5483205,2.9174863,-1.9356538,0.4748331,-1.7075737,-0.8215649,0.5404534,-0.4256446,0.0598785,0.6818916,-1.9523137,-1.0914785,-1.9962852,-2.1802755,0.3520846,-1.9443875
29,-0.7724448,-2.464215,1.4923351,1.8303566,0.8529842,1.3605609,-2.2122496,0.3285875,-0.6633499,-1.5710855,1.755076,0.8371503,0.1670413,0.6281796,-0.0291297,-1.20376,-2.0529052,-1.37495,-0.8116122,-1.7022745
30,1.3051186,-1.8786432,2.2301413,2.0168558,0.3710417,-0.0567426,-1.7381583,0.3386694,-1.5333478,0.4640196,2.9123374,-1.0544449,-1.0437317,0.6147665,-0.5529754,-0.4919236,-1.7501174,0.6313619,0.2207272,-1.8638826
31,3.2599911,-0.8837854,1.7356478,1.7502992,-0.3046124,1.3563454,-1.9177248,0.6689114,-1.3553394,-2.6626649,2.5169166,3.292195,-0.0620661,0.9305861,-0.3874469,-2.5793264,-2.4898142,0.2951378,-0.5470035,-0.8300866
32,1.2647869,-1.7195233,1.0728618,1.9220138,0.5254228,1.4355756,-1.5969657,1.0098938,-1.9246669,-2.7262049,0.7821871,-1.4194217,-1.9350303,0.8261181,-1.7766902,-3.9410897,-1.8148976,-2.6089747,-0.2791621,-2.4519832
33,3.358644,-1.7650448,0.1908972,1.384418,0.5748001,3.857911,0.3476295,0.5971735,-0.9614726,-1.0876104,-0.5008046,-0.8148395,-1.7398069,0.5880705,-1.2375397,-0.6264663,-1.2835974,-1.2540659,-1.1977689,-3.4901359
34,0.2682133,-3.2979761,0.2405707,2.0104045,1.1757116,-0.2094798,-1.8098397,0.2770666,0.5934054,-1.8521011,3.144405,-0.9777224,-2.7148389,0.7647594,-0.9819316,-1.9691589,-2.7377188,-2.0587181,1.4263276,-1.2985523
35,2.1913853,-1.5218141,0.828727,3.1424892,-1.0259091,1.0607861,-0.6336223,1.4837692,-1.152977,-1.7026254,0.2922425,-0.9443475,-1.8453046,0.8375185,-2.2649948,-2.4880963,-3.3073135,-0.5613825,0.8372483,-1.9921523
36,1.9660293,-1.5683749,2.5523597,3.6043801,0.7722436,1.246373,0.3600719,0.5897455,-1.0357877,-1.7831359,2.1614668,1.140816,0.0548985,1.0145322,-0.8673067,-0.7376936,-1.4898823,-0.3797887,-1.813407,-2.2334137
37,-1.3629021,0.0173661,1.2485383,2.3449152,1.2263841,1.7673298,-1.7395477,1.191318,-1.2821747,-1.0561837,2.3943717,1.3900339,-1.0641664,0.6300899,-1.3458372,-0.2072741,-0.9518034,-0.0655127,-0.6085904,-3.2856956
38,1.2633557,-2.3435428,0.4793179,2.6077014,-1.7104521,2.9844806,-1.102565,-0.1378947,-1.3594194,-2.6945392,1.2974771,0.2212501,-1.1794214,0.1885207,-1.3198762,-1.8396399,-3.1534188,-0.953022,-0.7767277,-1.5503831
39,1.8045918,-2.0182488,0.5127965,4.3578089,1.6484087,2.9214795,0.3111407,0.7967796,-0.3536841,-0.6433291,3.3300901,-2.278368,0.1164106,0.4959107,0.2642343,-0.8915454,-0.6115476,-1.1833336,-1.0107254,-4.0664128
40,0.9899808,-2.0392918,1.4346622,1.0180349,0.3917745,1.3486676,-0.719412,1.1061723,-1.0878319,0.0478041,3.0600217,1.5327456,1.6541437,0.5810926,-1.6495247,-1.2396281,-0.659497,-0.4755171,-0.0822875,-2.3364106
41,0.8834933,-2.0508032,2.5965174,0.7712976,-0.2774924,-0.3029655,-0.7914576,1.2588124,-1.0395872,-1.5242349,1.9600087,-0.9715112,-0.2381009,0.5190687,-1.5542167,-1.8333085,-2.8825287,0.0806268,0.6701108,-0.7074579
